,L,R,F,M,C
24102,3306,268,7,13769,0.7242857140000001
24103,2591,269,10,12887,0.773718476
24104,2770,186,9,14004,0.7119972859999999
24105,2699,416,7,12548,0.794608703
24106,2017,283,9,14461,0.6894654590000001
24107,1347,374,11,14170,0.703623853
24108,688,125,13,17451,0.571324852
24109,2088,47,8,15233,0.654479091
24110,1311,78,9,16100,0.619227329
24111,371,50,12,15099,0.660225843
24112,585,134,9,13680,0.728665936
24113,740,30,9,12495,0.7977495
24114,2860,233,7,14734,0.6764965390000001
24115,1218,101,11,13368,0.745610413
24116,2946,237,10,17137,0.5815737879999999
24117,3227,21,7,12337,0.8078390209999999
24118,1936,352,5,10490,0.95
24119,2221,108,7,14219,0.700848864
24120,2678,89,7,9951,1.001432017
24121,1588,106,11,11385,0.875205094
24122,424,19,7,10581,0.941682261
24123,812,19,15,10350,0.962666667
24124,1280,11,15,10411,0.956995486
24125,1802,86,8,11386,0.874982435
24126,620,221,16,16279,0.611979237
24127,592,46,12,15567,0.6399216289999999
24128,808,7,6,12834,0.776192146
24129,667,64,14,17806,0.559438953
24130,1388,247,7,12430,0.8013435240000001
24131,680,42,7,9791,1.0172903690000001
24132,1431,199,8,15079,0.660445653
24133,424,94,15,14724,0.676354252
24134,698,309,7,13209,0.753925354
24135,882,49,12,20014,0.497508244
24136,1128,38,13,15613,0.637692308
24137,2024,74,13,11617,0.8570233279999999
24138,618,1,10,14825,0.67156425
24139,1193,518,2,12799,0.777849832
24140,3064,85,12,17968,0.554051647
24141,1029,15,9,13013,0.7649704140000001
24142,746,186,13,12361,0.80531834
24143,1451,133,10,10390,0.958
24144,436,316,5,13635,0.73
24145,520,80,9,16315,0.610077842
24146,611,51,10,15761,0.631504346
24147,1726,218,7,19524,0.5097853920000001
24148,2768,165,9,11219,0.887086193
24149,365,12,8,11126,0.8944130859999999
24150,1850,198,12,15835,0.6283972210000001
24151,528,516,2,12438,0.8
24152,1204,67,8,12749,0.7804494470000001
24153,2372,1,6,8385,1.186576029
24154,1105,10,13,16913,0.588271152
24155,1443,119,4,12920,0.77
24156,969,152,11,20667,0.481350946
24157,597,205,11,16342,0.608738221
24158,973,24,11,11959,0.8317651979999999
24159,2396,31,10,21116,0.47102671
24160,994,137,12,13519,0.735719358
24161,2973,109,13,10815,0.919641239
24162,1122,83,15,12528,0.793884898
24163,1708,144,11,10263,0.9690909090000001
24164,766,164,12,8009,1.2417705079999999
24165,2894,415,3,11700,0.85
24166,1379,182,13,12406,0.801568596
24167,1950,27,12,11105,0.8954552
24168,755,248,7,13341,0.745351173
24169,1406,22,15,15160,0.655870712
24170,699,50,14,15276,0.650851008
24171,598,162,3,11448,0.868483578
24172,2361,324,8,16396,0.6063338620000001
24173,603,385,5,12178,0.8163409429999999
24174,2322,286,15,15206,0.653722215
24175,2390,41,8,16531,0.601286674
24176,2336,151,12,12464,0.797429397
24177,564,431,6,15665,0.634481328
24178,815,32,14,16140,0.615775093
24179,2229,8,13,14451,0.687739257
24180,1004,71,8,12556,0.791534724
24181,1910,141,17,14132,0.7032366259999999
24182,948,104,10,14646,0.6785477259999999
24183,2006,4,7,13767,0.721863151
24184,3307,237,9,12341,0.8052572729999999
24185,3009,64,13,15347,0.647523294
24186,1357,5,14,14986,0.66312158
24187,873,7,9,12796,0.776604408
24188,395,38,5,11873,0.8369738059999999
24189,432,80,9,16344,0.6079570479999999
24190,720,313,6,12194,0.8148597670000001
24191,1230,55,13,14457,0.687283669
24192,2657,132,10,13688,0.725839421
24193,2241,23,15,12533,0.7927240090000001
24194,390,13,12,17336,0.573058376
24195,1975,340,8,15736,0.63125
24196,492,382,6,11802,0.841666667
24197,2635,34,10,19394,0.512169743
24198,763,110,6,16829,0.590203815
24199,1197,109,6,11126,0.892667625
24200,670,257,6,13372,0.7427273409999999
24201,867,7,12,16889,0.588034223
24202,2256,66,12,15393,0.645102969
24203,2133,155,17,13137,0.755827053
24204,1929,3,8,12786,0.776521195
24205,391,14,22,9086,1.092727273
24206,595,27,16,12988,0.7643832770000001
24207,1577,118,9,11772,0.843333333
24208,410,278,4,13885,0.714949946
24209,1727,377,10,14333,0.692576572
24210,1488,366,16,12590,0.7884432090000001
24211,574,9,13,17105,0.5803215429999999
24212,978,415,8,11258,0.8813732459999999
24213,2671,220,9,15550,0.638055949
24214,737,277,11,13146,0.754714742
24215,703,17,12,16235,0.6110945489999999
24216,3248,97,8,13640,0.7273115840000001
24217,1312,22,11,13358,0.742636622
24218,1998,76,7,10829,0.915847262
24219,635,152,7,13606,0.728913715
24220,2654,1,25,10875,0.91195954
24221,1450,3,13,13931,0.7118476779999999
24222,551,84,9,15666,0.6330097029999999
24223,373,236,5,14175,0.6995915340000001
24224,2811,15,8,14542,0.6819323340000001
24225,1619,402,11,13121,0.755719838
24226,2122,158,4,7031,1.41
24227,1582,420,7,12552,0.7897785209999999
24228,3042,23,13,11745,0.844009366
24229,1932,674,5,13215,0.75
24230,475,249,5,13215,0.75
24231,983,23,15,18104,0.547411622
24232,1157,125,10,13060,0.7587366
24233,767,139,7,13836,0.7161665220000001
24234,3141,358,9,13806,0.717698827
24235,634,240,7,7532,1.315525757
24236,543,111,12,20680,0.47909236
24237,678,164,15,13659,0.725355443
24238,660,10,7,12364,0.8012698159999999
24239,943,445,14,11043,0.897084126
24240,623,81,9,14818,0.668521393
24241,1171,75,10,17538,0.564836926
24242,669,633,8,11921,0.8309663620000001
24243,1432,265,11,16520,0.599575061
24244,1171,131,12,18249,0.542746452
24245,2619,141,14,13763,0.71961273
24246,994,1,13,20067,0.493543629
24247,1012,5,11,15023,0.659225854
24248,539,40,9,17293,0.572645579
24249,2867,35,16,16792,0.589679014
24250,2465,3,12,10945,0.90468159
24251,1312,529,7,12186,0.812309207
24252,3262,214,8,17950,0.551465181
24253,1095,125,7,15150,0.653385479
24254,941,44,8,11683,0.8472669690000001
24255,1930,11,8,11848,0.835368839
24256,3322,51,11,14892,0.664526591
24257,602,20,11,20691,0.478181818
24258,2100,202,7,14702,0.6729499390000001
24259,3051,8,12,12828,0.77124961
24260,2443,68,14,13150,0.7522927759999999
24261,1824,473,9,10067,0.982656203
24262,3001,141,13,18665,0.5299694620000001
24263,3046,110,5,7959,1.242853374
24264,3084,19,12,13246,0.746756002
24265,2516,175,14,12839,0.7703909959999999
24266,745,429,7,13936,0.709733783
24267,657,107,5,16686,0.592703464
24268,2379,260,9,15574,0.635003853
24269,1131,164,16,13923,0.710300223
24270,982,467,11,14143,0.699250513
24271,1492,32,8,13362,0.740101033
24272,445,172,6,10539,0.938286365
24273,851,88,8,14418,0.6858100979999999
24274,1110,221,10,10999,0.898893536
24275,422,1,14,10927,0.9046581859999999
24276,826,279,2,15208,0.65
24277,2386,140,7,11105,0.889991896
24278,2543,30,11,13248,0.745987319
24279,713,313,10,15065,0.655930966
24280,668,14,7,12662,0.780373559
24281,936,65,7,12026,0.821622318
24282,1532,578,4,11273,0.8764747629999999
24283,2098,32,11,13222,0.747272727
24284,2428,164,15,17260,0.572425261
24285,857,298,11,12818,0.7707442659999999
24286,2342,221,2,15199,0.65
24287,647,509,8,15841,0.623638028
24288,2192,621,7,12460,0.792857143
24289,794,362,6,10740,0.919832402
24290,2225,61,14,24931,0.39624644
24291,2511,25,7,11093,0.890542685
24292,2460,30,11,13886,0.711381247
24293,2101,88,4,14121,0.6995411090000001
24294,1253,200,9,13223,0.747024881
24295,863,45,8,14291,0.691187461
24296,713,666,4,11288,0.875
24297,483,49,13,12965,0.761798689
24298,1083,49,7,12843,0.7690002340000001
24299,365,2,9,12813,0.77075158
24300,664,30,8,18861,0.523567149
24301,559,3,9,14020,0.7043195440000001
24302,1587,210,9,13640,0.7239149559999999
24303,487,229,6,10500,0.940342857
24304,1550,99,10,13364,0.7387458840000001
24305,2906,648,3,7679,1.285460346
24306,751,338,12,12478,0.7910642729999999
24307,602,215,7,15069,0.655036167
24308,731,250,9,10367,0.952125012
24309,511,3,15,19250,0.512714805
24310,2214,29,9,13799,0.7152032759999999
24311,870,119,9,15130,0.652285525
24312,1117,133,8,21499,0.45903204799999997
24313,2095,6,26,18010,0.547885619
24314,413,110,7,12327,0.800456721
24315,432,49,7,12875,0.766375922
24316,816,138,12,10954,0.900769582
24317,705,320,8,14954,0.659823459
24318,1232,229,8,17784,0.55477058
24319,863,201,4,10017,0.98492962
24320,755,256,12,11888,0.8299108340000001
24321,680,479,5,16697,0.590881595
24322,1133,224,8,12852,0.767646281
24323,1017,322,11,15412,0.640111601
24324,1085,12,14,14815,0.6658636520000001
24325,2581,36,11,17024,0.5794543000000001
24326,576,73,10,13550,0.728
24327,2583,22,16,14313,0.689149025
24328,585,367,11,14413,0.6843023659999999
24329,3040,96,14,13574,0.7265853840000001
24330,988,60,9,10195,0.9673751840000001
24331,3246,1,6,13339,0.739350776
24332,1328,74,13,14422,0.6837886559999999
24333,882,6,7,11504,0.8571888040000001
24334,616,30,4,11525,0.855619089
24335,2079,32,10,15923,0.619287823
24336,3023,309,3,17547,0.56195646
24337,426,121,12,12268,0.80373492
24338,760,137,16,19184,0.513980922
24339,910,244,10,15659,0.6295536110000001
24340,1132,100,11,16266,0.606046354
24341,447,219,10,14362,0.686362624
24342,3101,269,8,17470,0.564232398
24343,487,34,9,14974,0.658219581
24344,1262,31,12,14957,0.658955673
24345,572,38,8,14548,0.677471817
24346,1681,112,9,12490,0.789095276
24347,1302,226,3,13688,0.720005845
24348,2520,57,11,13803,0.7139781209999999
24349,3113,502,7,6570,1.5
24350,643,20,16,12079,0.815867208
24351,3076,115,7,12253,0.8042577329999999
24352,2463,348,7,11644,0.8463071109999999
24353,1964,44,14,12040,0.818460133
24354,876,83,10,15420,0.639040856
24355,458,47,12,13913,0.7082512759999999
24356,1694,16,12,18177,0.542064697
24357,820,37,7,17960,0.548601336
24358,2782,59,12,16261,0.605864953
24359,1249,112,13,12873,0.765304902
24360,1630,313,4,12920,0.7625
24361,734,18,15,18656,0.528057997
24362,1667,118,10,12035,0.8185467390000001
24363,2851,7,11,13976,0.7048590440000001
24364,529,101,13,15991,0.6160221370000001
24365,834,120,7,12741,0.7731214190000001
24366,1527,70,11,12848,0.766680417
24367,850,479,4,13446,0.7325747429999999
24368,541,102,11,14157,0.695771703
24369,1865,33,11,15829,0.622256618
24370,524,1,31,11780,0.836129032
24371,2841,65,10,12517,0.7868754490000001
24372,2528,379,15,13990,0.703945675
24373,454,22,7,7070,1.392857143
24374,1803,112,8,11568,0.85125
24375,774,112,13,13666,0.72049978
24376,1100,253,10,15086,0.652528835
24377,2728,63,11,10263,0.959090909
24378,614,271,4,17724,0.555350937
24379,3345,32,14,14517,0.678014052
24380,1508,101,10,11432,0.8609692090000001
24381,2146,21,15,14055,0.7002596940000001
24382,2259,41,15,13053,0.7540075079999999
24383,1848,23,13,17731,0.555046529
24384,2796,59,10,13796,0.713349522
24385,1656,83,9,10812,0.910216426
24386,948,1,12,13694,0.718605229
24387,2061,105,10,14072,0.699187749
24388,1391,79,9,15662,0.628189886
24389,3133,77,11,13036,0.754723075
24390,510,430,4,13042,0.754332158
24391,1289,446,5,10399,0.9460236559999999
24392,382,135,7,14562,0.675532207
24393,2418,109,12,11987,0.820626512
24394,913,6,17,12819,0.7673375459999999
24395,1814,17,12,14588,0.674234302
24396,3294,70,9,18154,0.541757188
24397,2358,627,4,17236,0.5706022279999999
24398,2578,265,6,9041,1.0876407479999999
24399,1446,130,12,14759,0.666251779
24400,2835,181,10,18427,0.5336072070000001
24401,2415,31,14,16070,0.611822651
24402,614,558,3,6554,1.5
24403,1477,209,9,12159,0.808533597
24404,1971,114,7,7701,1.276565381
24405,2426,12,9,12472,0.788193554
24406,603,159,12,15957,0.616038102
24407,2086,130,6,14999,0.655321688
24408,1706,26,11,11070,0.887870822
24409,2136,38,8,13014,0.7551882590000001
24410,2315,30,12,14160,0.694034605
24411,556,265,6,15750,0.623904762
24412,669,1,11,14100,0.6967858159999999
24413,766,597,3,9507,1.033333333
24414,1156,14,10,14896,0.659498523
24415,2468,197,8,15092,0.6509283060000001
24416,2450,32,11,11921,0.8239292009999999
24417,557,219,5,11692,0.839997434
24418,2182,153,11,17581,0.558613276
24419,2721,76,2,13540,0.725223043
24420,1196,124,11,14237,0.689667767
24421,1498,12,11,15684,0.62603545
24422,2320,178,10,17339,0.566255263
24423,3379,103,8,12698,0.773204442
24424,1709,107,4,9194,1.067794214
24425,733,55,10,17398,0.564255662
24426,745,468,11,16817,0.583701017
24427,2593,222,6,7677,1.27862837
24428,1262,87,8,23822,0.41201074600000004
24429,1332,143,8,10619,0.924273472
24430,2209,11,13,13774,0.7123907359999999
24431,527,60,14,14507,0.676312815
24432,477,94,8,12757,0.769035823
24433,3204,127,6,11988,0.818333333
24434,1697,437,5,12306,0.7971802370000001
24435,901,106,4,16398,0.598242469
24436,1173,115,15,14539,0.6746784509999999
24437,2784,143,6,17298,0.566968436
24438,1561,13,13,15256,0.642847404
24439,477,218,10,11887,0.8250416420000001
24440,386,32,14,16768,0.5847191079999999
24441,1285,93,8,11948,0.8204820890000001
24442,429,14,11,14789,0.66286091
24443,804,35,12,12696,0.7721093259999999
24444,2615,57,15,16485,0.594615711
24445,667,253,7,20774,0.47184942700000004
24446,2783,154,7,13781,0.711241564
24447,1820,349,14,16482,0.594636573
24448,2105,106,8,15002,0.653296894
24449,1645,167,9,14247,0.687871131
24450,451,135,5,15935,0.614899278
24451,1138,7,7,12056,0.812728102
24452,2190,61,8,12201,0.8030563070000001
24453,471,2,9,13971,0.7013034140000001
24454,1631,627,8,12765,0.7675597340000001
24455,1262,5,8,13176,0.743536733
24456,2997,13,3,17179,0.570229932
24457,2565,42,9,13423,0.729614095
24458,2653,189,6,6942,1.4106424659999999
24459,1957,459,5,13115,0.74667175
24460,827,465,7,12107,0.808821343
24461,423,163,5,13620,0.7189588840000001
24462,1657,61,17,17746,0.551785191
24463,554,43,8,12806,0.764612682
24464,1485,57,10,15652,0.625566062
24465,634,192,13,14096,0.6946183309999999
24466,2687,453,4,12206,0.802089136
24467,811,29,11,17197,0.569295807
24468,2130,105,9,13078,0.748544885
24469,437,64,10,15882,0.616371364
24470,1104,258,3,6772,1.445510927
24471,2238,52,19,15409,0.635263158
24472,2117,316,7,17493,0.559563826
24473,2248,120,8,12466,0.785194128
24474,1172,70,12,14878,0.65776314
24475,967,257,16,15072,0.649291401
24476,2615,67,17,20211,0.484195735
24477,634,194,7,12797,0.764714386
24478,2843,2,19,11261,0.8690169609999999
24479,374,14,19,13154,0.7438999540000001
24480,1331,95,8,14539,0.6730235920000001
24481,1198,198,11,13190,0.741794541
24482,1833,154,5,11366,0.860812951
24483,547,109,13,12224,0.800239692
24484,446,76,4,13789,0.709338603
24485,543,185,10,18185,0.537859775
24486,829,34,14,14211,0.688265428
24487,582,297,8,13326,0.733968183
24488,2919,148,8,14229,0.6873792959999999
24489,573,160,7,10205,0.958420382
24490,1055,12,8,13565,0.721018798
24491,644,113,10,14078,0.6947421509999999
24492,2188,69,10,15894,0.615354222
24493,2221,1,10,14377,0.680267093
24494,1818,1,8,16945,0.57714488
24495,783,21,13,14724,0.664171421
24496,2565,66,8,9884,0.9893717120000001
24497,2884,198,14,13221,0.739567355
24498,3143,29,18,17200,0.568469186
24499,2640,19,7,13769,0.71
24500,1065,144,5,10805,0.9045404909999999
24501,2952,57,8,14101,0.6930345370000001
24502,826,104,9,11434,0.8546510409999999
24503,1249,118,13,12958,0.7540916809999999
24504,2000,176,10,16854,0.5797276610000001
24505,1218,30,10,14461,0.675622018
24506,1586,187,15,14574,0.670380129
24507,2570,239,11,12736,0.767111338
24508,1530,29,10,14273,0.684310937
24509,944,4,12,12708,0.7685725529999999
24510,1319,139,12,18141,0.538357312
24511,2224,43,16,17395,0.56143432
24512,2230,59,13,11332,0.861599894
24513,2826,133,11,13580,0.718907953
24514,2151,16,16,13141,0.74292063
24515,469,186,11,11901,0.82031762
24516,522,46,10,16240,0.60114532
24517,2098,110,8,16616,0.5875
24518,697,273,5,19054,0.512314475
24519,822,101,7,12366,0.789322335
24520,2774,81,12,12393,0.7875760509999999
24521,1044,469,9,13095,0.7453035509999999
24522,446,9,14,10724,0.910028907
24523,3109,188,15,16361,0.596479433
24524,1256,517,11,12642,0.77188736
24525,1295,219,10,13863,0.703898867
24526,562,32,7,19797,0.49285497799999994
24527,2067,15,10,12409,0.786237408
24528,835,90,20,12889,0.7569392509999999
24529,427,161,15,15827,0.616411196
24530,2201,477,9,14832,0.657729908
24531,1461,21,11,10506,0.9285160859999999
24532,2187,529,9,13618,0.716309297
24533,913,484,12,11148,0.875
24534,2275,26,9,13352,0.730515279
24535,2931,375,7,13834,0.7050166259999999
24536,527,198,10,11293,0.863586292
24537,605,190,12,15396,0.633356067
24538,1825,325,12,18316,0.532343306
24539,2985,4,11,14295,0.68207625
24540,1066,194,6,16117,0.60487994
24541,376,8,18,13877,0.7024717159999999
24542,1617,131,16,16404,0.5941782489999999
24543,520,28,12,11391,0.8555982790000001
24544,2036,15,12,18478,0.527439117
24545,625,7,14,15543,0.627032104
24546,2174,39,10,13904,0.700860184
24547,1392,57,11,16744,0.581954133
24548,2480,519,11,12948,0.752517763
24549,1536,75,8,16927,0.575620606
24550,1424,49,18,16012,0.6084836370000001
24551,1095,33,7,14175,0.6872169309999999
24552,2063,82,14,10792,0.902631579
24553,459,19,9,13835,0.704061438
24554,460,58,13,14841,0.656306179
24555,594,176,6,16310,0.597187615
24556,2591,27,10,18885,0.515726767
24557,522,24,13,16555,0.5882180610000001
24558,3355,247,7,14094,0.6909152829999999
24559,3041,79,11,16408,0.593447099
24560,683,255,8,13964,0.69729662
24561,978,118,8,12507,0.77851763
24562,1257,649,2,6491,1.5
24563,711,4,10,21345,0.456108222
24564,643,172,7,12428,0.783299002
24565,1547,134,11,15542,0.626326728
24566,400,185,10,13695,0.710786418
24567,684,163,5,8378,1.161825018
24568,489,15,2,15208,0.640028932
24569,2860,15,15,13083,0.743974624
24570,849,191,9,13651,0.712971943
24571,1799,75,15,18224,0.5340518
24572,481,74,7,13212,0.736513775
24573,1265,3,8,15556,0.625487272
24574,879,182,8,15596,0.623870864
24575,454,75,8,6783,1.43440513
24576,1925,109,13,13725,0.7088641170000001
24577,2344,219,15,14147,0.687658868
24578,1556,25,7,11341,0.8577453490000001
24579,1434,360,11,12679,0.7671780109999999
24580,1852,30,17,13728,0.708403263
24581,2961,522,7,9921,0.980223768
24582,926,155,7,13800,0.7046739129999999
24583,1575,16,10,17166,0.566470931
24584,504,88,20,16370,0.593998778
24585,816,104,10,15459,0.628970179
24586,2112,4,8,11126,0.87391066
24587,1027,251,4,11129,0.8735627640000001
24588,2697,13,13,13348,0.7282761459999999
24589,719,12,11,12397,0.784085666
24590,2537,135,7,15750,0.617142857
24591,593,3,15,14760,0.658509485
24592,645,35,11,16879,0.575801884
24593,1214,21,9,11906,0.81624643
24594,1671,318,9,13427,0.7237059659999999
24595,1473,59,11,15906,0.610909091
24596,1436,208,7,11199,0.867609608
24597,1180,1,12,12120,0.801666667
24598,2327,44,15,15888,0.611530715
24599,1365,130,10,14504,0.6698545229999999
24600,1997,215,8,15020,0.646779627
24601,760,127,9,12933,0.751128895
24602,1956,84,8,14168,0.685642292
24603,643,11,21,11522,0.8430532890000001
24604,1086,271,8,14395,0.674786384
24605,1976,111,5,14947,0.649826052
24606,1300,152,8,16010,0.6065783889999999
24607,2419,17,7,7440,1.305278226
24608,2996,199,7,10458,0.928516925
24609,1872,153,8,12640,0.768147152
24610,683,11,22,14883,0.6523483170000001
24611,1967,32,8,12292,0.789812886
24612,380,67,13,13632,0.7121691609999999
24613,2240,132,9,10184,0.953273763
24614,436,188,5,13966,0.695120292
24615,744,82,13,12077,0.803846154
24616,556,104,8,13759,0.705575987
24617,1929,47,7,10574,0.9181000570000001
24618,2606,99,2,15168,0.64
24619,627,188,5,10348,0.9380672590000001
24620,386,134,7,12204,0.795349885
24621,954,130,12,11730,0.827456948
24622,1699,285,4,15270,0.635601834
24623,915,16,10,14939,0.649639869
24624,775,279,8,10860,0.893639042
24625,1193,52,15,19152,0.506728279
24626,488,33,9,13831,0.7016209959999999
24627,2862,122,12,12777,0.759441183
