,L,R,F,M,C,K
27952,1071,10,10,12642,0.650143965,A
27953,1160,107,11,12725,0.645876621,A
27954,1247,15,11,12521,0.656394058,A
27955,1565,248,5,10524,0.780919802,C
27956,2180,86,7,10032,0.819204545,C
27957,852,117,10,12500,0.6574439999999999,C
27958,2562,106,9,10163,0.8086086790000001,B
27959,537,28,8,11484,0.7155538140000001,A
27960,452,6,10,10733,0.765556694,C
27961,699,178,13,8806,0.933079718,C
27962,1134,35,9,11117,0.739104075,A
27963,999,68,12,11387,0.721557039,A
27964,764,35,16,10384,0.79125,A
27965,750,71,10,10600,0.775079245,B
27966,661,112,10,11387,0.7214850270000001,A
27967,2205,116,10,14952,0.549446228,C
27968,2941,92,7,15252,0.53862182,C
27969,1600,9,6,9478,0.8667208270000001,A
27970,1537,25,6,11714,0.701232713,C
27971,432,104,6,12082,0.6798294979999999,A
27972,2560,144,8,11298,0.726995928,A
27973,520,14,11,16212,0.506632741,C
27974,3306,101,9,10982,0.747902932,B
27975,449,5,12,12655,0.6490169889999999,A
27976,2069,256,12,10198,0.805358894,C
27977,2129,361,7,10429,0.787482021,C
27978,1891,286,9,12321,0.666539242,B
27979,2531,5,7,5931,1.3844258980000002,A
27980,1762,231,8,10747,0.763885736,B
27981,822,539,8,12657,0.648483053,C
27982,1618,229,10,11014,0.745181587,A
27983,941,60,7,15776,0.5202243910000001,A
27984,2781,224,6,9510,0.8627802309999999,A
27985,2534,68,7,14539,0.5642857139999999,A
27986,1246,39,9,15604,0.525770956,A
27987,1849,240,3,11448,0.71661775,A
27988,1307,347,7,5469,1.5,C
27989,817,354,4,16930,0.484548139,A
27990,588,20,9,13473,0.608839902,A
27991,1903,157,14,14238,0.5761083020000001,B
27992,2537,538,7,8830,0.9289241220000001,C
27993,2869,185,7,10189,0.805008342,A
27994,1092,187,9,8312,0.9867179979999999,C
27995,2147,19,10,14902,0.550354986,A
27996,2138,14,10,10995,0.745872669,A
27997,1870,17,11,10369,0.7908515770000001,A
27998,2911,464,4,8877,0.923679171,C
27999,904,85,8,14254,0.575222394,A
28000,638,179,9,16243,0.5047817520000001,A
28001,2155,129,4,5751,1.4256911840000002,C
28002,1228,85,6,17414,0.470809119,C
28003,2570,272,5,9648,0.849745025,A
28004,496,68,8,10549,0.7771333779999999,A
28005,572,414,8,10328,0.79375,C
28006,767,438,6,11050,0.741886878,C
28007,1878,56,7,11853,0.691618156,A
28008,715,337,5,12443,0.6587559270000001,B
28009,3147,34,6,8847,0.926483554,C
28010,2403,401,5,10436,0.785310464,C
28011,2778,63,5,10282,0.7970686640000001,A
28012,1974,195,11,14717,0.556841748,A
28013,2177,250,10,13408,0.611172434,C
28014,690,176,16,10574,0.7749555509999999,B
28015,1511,691,3,7554,1.0847498009999998,C
28016,931,67,14,12465,0.657346169,A
28017,1420,591,3,7929,1.033333333,C
28018,678,513,4,10572,0.775,C
28019,686,496,4,10572,0.775,C
28020,1222,178,9,12614,0.649515618,A
28021,614,111,7,10375,0.789673253,A
28022,1408,42,12,11538,0.7100442020000001,A
28023,806,117,11,17175,0.476980495,C
28024,806,33,12,13023,0.629013284,A
28025,2152,101,5,10275,0.7972379559999999,B
28026,2368,134,7,15736,0.520559227,A
28027,969,9,9,11966,0.684550393,A
28028,588,145,8,9218,0.8885354740000001,A
28029,435,144,9,13155,0.622608894,A
28030,860,189,11,12488,0.655852819,C
28031,2507,187,11,11067,0.740053312,C
28032,2049,27,11,11536,0.7099384540000001,A
28033,2738,78,14,11400,0.718368421,C
28034,934,63,12,15894,0.5152510379999999,C
28035,866,219,8,10489,0.7807226620000001,C
28036,1447,57,8,11976,0.68375,C
28037,454,149,8,15623,0.5241323689999999,A
28038,872,78,10,19910,0.41127523899999996,A
28039,3177,44,6,9177,0.8921880790000001,C
28040,671,129,9,12376,0.661540886,A
28041,2296,30,10,10275,0.7968,A
28042,1869,1,11,13967,0.586135892,B
28043,1048,30,3,11269,0.7264397909999999,A
28044,1024,178,20,12140,0.674308896,C
28045,1732,197,7,16285,0.502673626,C
28046,795,407,11,10651,0.768519388,C
28047,1421,38,9,13833,0.591725584,A
28048,461,273,8,9504,0.86125,A
28049,2131,120,7,11748,0.696711781,B
28050,633,105,10,11860,0.690125632,A
28051,815,16,13,11420,0.716712785,C
28052,606,199,7,11570,0.707356958,A
28053,659,134,6,9573,0.8548929279999999,A
28054,817,124,6,12727,0.643025851,A
28055,1442,44,12,11943,0.685220631,A
28056,1569,8,8,10907,0.750266801,A
28057,650,3,7,10453,0.7828250259999999,A
28058,2335,63,6,11802,0.693333333,A
28059,883,19,16,10454,0.782624833,A
28060,2123,186,10,11185,0.731427805,B
28061,3304,52,10,14232,0.574809584,A
28062,898,28,7,14830,0.5516264329999999,A
28063,675,41,7,10137,0.8070020720000001,C
28064,822,246,10,8807,0.928835018,C
28065,3046,184,7,9665,0.846338334,A
28066,417,187,7,8852,0.9240273379999999,A
28067,933,143,12,10108,0.809151167,A
28068,888,106,10,13436,0.608707205,A
28069,661,196,9,9093,0.8994215329999999,C
28070,858,176,9,12292,0.665316466,C
28071,1342,145,7,11847,0.690288681,B
28072,1172,118,10,11290,0.724323295,A
28073,906,339,7,9620,0.850031185,C
28074,803,108,33,12440,0.6573159160000001,C
28075,452,7,11,13529,0.604402395,A
28076,584,240,4,10402,0.7860892140000001,C
28077,2582,179,11,13815,0.59188346,B
28078,682,148,7,9994,0.8181699020000001,B
28079,1973,419,7,14429,0.566681683,C
28080,732,148,12,14131,0.578523105,A
28081,3240,37,9,18785,0.435170615,C
28082,1468,74,14,13234,0.6176741729999999,A
28083,1389,285,6,10396,0.7862908809999999,C
28084,1724,326,8,9540,0.85682914,B
28085,674,156,9,12548,0.651405802,A
28086,736,527,6,13452,0.607567648,C
28087,841,159,8,13614,0.600279859,C
28088,892,25,8,10602,0.7707734390000001,A
28089,2644,127,9,9556,0.855138133,A
28090,1280,156,8,11374,0.718360295,A
28091,1420,425,5,13186,0.619566207,C
28092,1281,61,5,9689,0.8431200329999999,A
28093,2740,26,8,16071,0.508286977,A
28094,1752,74,22,13315,0.613492302,A
28095,2531,41,11,14072,0.580466885,A
28096,2165,107,7,10586,0.7715879459999999,A
28097,1486,218,7,8928,0.914622536,A
28098,972,258,4,11844,0.689422492,C
28099,485,192,4,14142,0.577382973,A
28100,426,160,10,11400,0.716250877,A
28101,553,149,8,11415,0.715217696,A
28102,693,582,6,11759,0.694293732,C
28103,2255,367,6,11338,0.7200211679999999,C
28104,737,226,8,10994,0.742546844,A
28105,1162,562,3,9584,0.851732053,C
28106,2854,81,10,14159,0.5765216470000001,A
28107,749,62,6,11943,0.683432136,A
28108,2202,109,9,15903,0.513246557,B
28109,2321,22,6,12268,0.665174438,A
28110,1949,43,8,10372,0.7866853070000001,A
28111,2113,6,8,10472,0.779165393,B
28112,1230,6,11,15653,0.5212591839999999,B
28113,2373,51,11,10019,0.8143766840000001,A
28114,801,1,9,10286,0.79323741,B
28115,1264,119,8,11096,0.7353280459999999,B
28116,2318,113,8,14551,0.560725036,A
28117,3306,45,14,8754,0.9320379259999999,A
28118,968,291,22,12419,0.6568515979999999,C
28119,1650,102,10,11458,0.711806598,A
28120,1666,5,19,15338,0.531736863,A
28121,1475,18,10,12469,0.6540781139999999,B
28122,1957,292,9,10281,0.7932448209999999,C
28123,3349,224,16,15922,0.51219696,A
28124,1298,4,8,13037,0.625509703,C
28125,1030,170,28,11222,0.726672607,B
28126,555,165,9,9235,0.8829464,A
28127,368,24,12,11402,0.715089458,A
28128,552,331,7,12643,0.644819268,A
28129,2387,125,15,9931,0.82086094,C
28130,1281,90,7,5517,1.477520392,C
28131,1032,88,9,12058,0.6760208990000001,C
28132,2363,340,5,12650,0.6443754939999999,C
28133,2881,177,10,13790,0.591091371,A
28134,2134,299,7,10221,0.79743078,B
28135,527,112,10,14738,0.5530051570000001,A
28136,3314,153,7,13349,0.6104876770000001,B
28137,3194,231,11,13729,0.593583655,B
28138,567,38,9,13023,0.625729863,A
28139,1380,102,8,9807,0.830912613,A
28140,586,517,6,8631,0.9440852740000001,C
28141,593,34,10,15096,0.539766163,A
28142,1220,178,7,10512,0.7751369859999999,B
28143,2849,6,12,11887,0.6854546979999999,A
28144,629,356,8,12787,0.6371705639999999,C
28145,375,75,9,10738,0.758679456,A
28146,1105,160,10,13445,0.60592116,C
28147,942,121,7,11118,0.732739701,C
28148,513,187,9,13160,0.619039514,A
28149,482,160,13,11155,0.7303003140000001,A
28150,441,54,11,10685,0.7624164720000001,A
28151,1178,174,8,11307,0.7204651990000001,B
28152,2679,15,11,12050,0.676039834,A
28153,1687,537,7,14332,0.568385431,C
28154,834,203,6,9590,0.8493680920000001,C
28155,1193,60,4,11320,0.7195556540000001,A
28156,3209,202,5,12625,0.64509703,B
28157,1305,179,12,10060,0.809545726,A
28158,2533,118,20,14253,0.57132744,B
28159,414,61,6,9087,0.896054804,A
28160,2153,199,9,13704,0.594112668,C
28161,950,87,9,9797,0.831030928,C
28162,1542,51,8,10181,0.7996719379999999,A
28163,988,426,4,10699,0.760954295,C
28164,662,144,12,11729,0.6941094720000001,A
28165,1968,353,10,11200,0.7268928570000001,C
28166,1568,40,11,11057,0.7362521479999999,A
28167,985,110,11,12470,0.652800321,A
28168,1082,76,9,12982,0.6270443689999999,B
28169,2220,36,11,15150,0.5372693070000001,B
28170,1236,135,8,10695,0.761016363,A
28171,563,42,10,17841,0.45619303899999997,A
28172,3149,43,9,11769,0.6915226440000001,A
28173,1230,213,11,14818,0.549217843,A
28174,592,139,12,11148,0.73,C
28175,1299,232,6,9094,0.8947899709999999,C
28176,852,262,7,12612,0.645171265,C
28177,1469,76,5,6837,1.190020477,A
28178,3133,110,9,13485,0.603323693,B
28179,2456,104,3,5456,1.4911418619999999,A
28180,877,7,9,15318,0.531111111,A
28181,1256,172,8,12109,0.671849038,C
28182,1140,86,11,15294,0.531917092,C
28183,677,9,8,10882,0.74749127,C
28184,2421,102,8,9342,0.8706101479999999,C
28185,1175,13,7,9669,0.841149033,B
28186,642,114,10,7986,1.018367142,A
28187,368,12,10,9484,0.857483129,A
28188,806,116,4,15344,0.53,A
28189,1537,6,15,13508,0.601973645,C
28190,679,93,10,12836,0.6334792770000001,C
28191,1625,51,6,10260,0.79247271,A
28192,2217,31,14,14195,0.57274956,A
28193,3260,153,11,12566,0.6469871079999999,A
28194,2329,4,3,5656,1.43740099,A
28195,2754,24,7,11692,0.695321587,A
28196,950,18,8,11079,0.7337295779999999,A
28197,3398,226,14,12805,0.634808278,A
28198,1272,97,5,11924,0.68167729,A
28199,2507,361,10,8905,0.9126726559999999,C
28200,1032,25,5,5764,1.41,A
28201,920,625,5,11610,0.7,C
28202,732,277,5,10802,0.752351416,A
28203,1171,8,8,14245,0.570465426,A
28204,3193,110,7,13549,0.5997579160000001,A
28205,834,265,6,8275,0.981960121,C
28206,614,31,10,10360,0.784301158,C
28207,1218,222,8,11045,0.7356269809999999,C
28208,2720,274,12,18164,0.447239595,C
28209,2380,167,4,5498,1.477475446,C
28210,954,7,10,10988,0.739265562,B
28211,2308,250,8,13966,0.581626808,C
28212,483,146,9,9831,0.826253687,A
28213,1432,166,4,10688,0.76,C
28214,587,31,13,14260,0.5696136039999999,A
28215,688,6,8,11939,0.680276405,A
28216,593,107,8,15010,0.54098934,C
28217,1012,138,7,9564,0.8490286490000001,A
28218,1165,17,7,10729,0.756828223,C
28219,1238,80,8,12647,0.642009963,C
28220,684,535,6,9166,0.8857298709999999,C
28221,1042,59,6,10803,0.751507914,A
28222,718,52,8,12155,0.667839572,C
28223,408,185,6,11388,0.712816122,A
28224,1000,83,8,9507,0.8538340170000001,A
28225,535,38,17,12020,0.67530782,A
28226,840,197,8,11235,0.722407655,C
28227,370,19,12,10541,0.769947823,A
28228,2066,45,3,5573,1.456235421,C
28229,1422,197,9,9621,0.8435121090000001,C
28230,1490,169,8,10915,0.743499771,A
28231,1433,11,5,13544,0.599134672,A
28232,2205,146,6,14771,0.549342631,A
28233,2266,46,8,14508,0.559278329,A
28234,2402,348,8,9958,0.814772043,C
28235,2588,115,15,13015,0.623376104,A
28236,3112,89,11,17030,0.476396359,A
28237,2200,5,8,10177,0.7971877759999999,B
28238,532,114,7,12786,0.634512748,A
28239,592,215,5,10190,0.796154073,C
28240,1612,201,11,10832,0.7489595640000001,B
28241,832,529,9,15043,0.5392308720000001,C
28242,665,14,11,13457,0.602739095,A
28243,808,208,8,8250,0.9831563640000001,B
28244,710,275,7,13967,0.580715257,A
28245,2666,6,7,9859,0.822660513,A
28246,1204,448,8,13472,0.602026425,C
28247,869,329,12,11424,0.70991334,C
28248,1843,572,9,10336,0.784578173,C
28249,437,12,11,12953,0.625980854,A
28250,2174,6,6,5639,1.4378666430000002,A
28251,1911,11,11,9812,0.826337138,B
28252,395,117,11,11797,0.687250996,A
28253,2780,10,6,13063,0.620630789,C
28254,985,171,17,15346,0.528297276,C
28255,1354,8,16,10195,0.7952103970000001,A
28256,1320,185,10,9703,0.835490055,B
28257,3134,99,10,10301,0.7869663140000001,A
28258,1409,133,9,9829,0.824698342,B
28259,566,79,9,13254,0.611556511,B
28260,673,61,19,13223,0.612978144,A
28261,2698,215,7,8386,0.966496542,A
28262,1206,44,5,12254,0.661390566,A
28263,986,5,6,9904,0.818261309,A
28264,2765,155,5,9835,0.8240000000000001,C
28265,485,100,12,8629,0.939135473,C
28266,2176,65,16,11884,0.6818773140000001,A
28267,2472,45,12,13332,0.6077685270000001,B
28268,1185,25,7,12576,0.644295483,B
28269,1558,83,10,13982,0.579478615,C
28270,1652,51,11,14212,0.570041514,A
28271,2029,56,7,9850,0.822431472,B
28272,465,59,4,11572,0.7,A
28273,2902,232,4,8308,0.975,C
28274,670,11,8,9759,0.8299948770000001,A
28275,1124,538,6,6414,1.2627845340000001,C
28276,1623,121,9,13664,0.592707114,C
28277,849,621,4,10798,0.75,C
28278,1808,10,16,12538,0.645911629,A
28279,1957,235,8,9278,0.872858375,A
28280,1375,58,11,9759,0.829830925,B
28281,1607,25,6,11574,0.6996880940000001,A
28282,1346,416,8,12314,0.657625467,C
28283,1994,150,6,13355,0.60636316,A
28284,1832,146,8,11857,0.6829653370000001,A
28285,1829,12,9,11334,0.714402682,C
28286,673,135,6,11644,0.695345242,A
28287,2336,71,8,13105,0.61777871,A
28288,938,66,12,10473,0.772978134,B
28289,1465,215,7,11712,0.69119877,A
28290,2907,68,9,13684,0.591560216,A
28291,1285,140,6,10455,0.7741922529999999,A
28292,3105,28,10,12167,0.665237939,A
28293,740,16,8,12630,0.640830562,A
28294,2130,310,6,11077,0.730671662,A
28295,1932,79,6,11987,0.675126387,A
28296,599,96,6,10300,0.785665049,A
28297,2230,90,6,12534,0.6455840110000001,A
28298,394,25,11,12940,0.625324575,A
28299,2366,94,5,9028,0.896279353,A
28300,547,79,13,17504,0.4622457720000001,A
28301,1110,146,10,12348,0.655225948,C
28302,2283,70,12,9036,0.895385126,A
28303,1154,2,13,10153,0.796858072,A
28304,3129,159,10,14534,0.55664098,A
28305,379,131,2,15048,0.537595029,A
28306,618,185,9,10544,0.767176593,A
28307,1011,138,8,11950,0.676886192,A
28308,912,206,7,9485,0.8527622559999999,C
28309,2118,74,10,10654,0.759190914,A
28310,2478,570,7,13169,0.614200015,C
28311,1511,128,4,11930,0.677984912,A
28312,467,12,8,8764,0.9228560020000001,A
28313,1449,428,10,12446,0.649823236,C
28314,1292,73,10,11523,0.701869305,A
28315,370,93,7,12511,0.646331229,A
28316,650,418,5,8887,0.9098458420000001,C
28317,2866,254,7,10928,0.739889275,A
28318,408,262,6,11802,0.685,A
28319,520,61,7,9049,0.8933837990000001,A
28320,1804,650,8,12342,0.6549910870000001,C
28321,1271,177,8,8913,0.906907887,C
28322,924,19,10,15216,0.531199395,A
28323,609,63,8,8846,0.9136841509999999,A
28324,3337,44,10,11312,0.7144943420000001,A
28325,1976,134,6,13380,0.604016442,C
28326,636,2,14,12432,0.650053089,A
28327,2462,23,16,12347,0.654478011,A
28328,1151,74,10,16064,0.5029818229999999,C
28329,2304,299,12,8280,0.975833333,A
28330,1304,574,9,9628,0.839141047,C
28331,2828,394,13,13598,0.5941388439999999,C
28332,3370,37,9,14881,0.542892279,A
28333,704,66,7,10599,0.7621898290000001,A
28334,430,243,7,12763,0.632953851,B
28335,1144,102,11,12221,0.661020375,A
28336,932,593,8,20852,0.387394495,C
28337,2807,126,4,10075,0.801668486,A
28338,2385,426,7,14690,0.5498025870000001,C
28339,713,412,12,9270,0.8712405609999999,C
28340,871,73,16,10408,0.775938701,B
28341,773,262,9,15395,0.524574212,B
28342,3309,186,6,9749,0.8283105959999999,A
28343,2365,184,6,9676,0.834558702,C
28344,1401,674,3,9690,0.833333333,C
28345,397,86,5,8583,0.9408004190000001,A
28346,549,250,5,15916,0.5073121389999999,B
28347,3286,207,5,7554,1.0686894359999999,A
28348,1152,80,9,10538,0.7660258109999999,A
28349,2185,157,7,10243,0.7880845459999999,A
28350,512,97,9,10359,0.779236413,C
28351,1968,15,4,11209,0.72014185,A
28352,783,15,4,11209,0.72014185,A
28353,768,208,9,12086,0.6678818470000001,C
28354,655,117,8,12262,0.658223781,A
28355,406,225,6,11912,0.677528543,A
28356,624,88,12,13457,0.5997280229999999,A
28357,2598,30,10,13433,0.6007809129999999,A
28358,2109,402,9,11257,0.7169050370000001,C
28359,968,386,8,13126,0.614802682,C
28360,709,171,5,13626,0.592200205,C
28361,688,504,10,11113,0.726100063,C
28362,512,22,14,11177,0.7219370140000001,C
28363,2744,164,4,11606,0.695247286,A
28364,803,87,11,10656,0.7571875,A
28365,732,8,10,12413,0.649705953,A
28366,1961,82,5,9835,0.82,A
28367,706,557,7,13769,0.585714286,C
28368,715,350,8,15736,0.5125,C
28369,756,211,13,12697,0.635165,C
28370,2193,92,7,10804,0.746400407,A
28371,769,303,11,10975,0.734640547,C
28372,814,172,11,15424,0.522673755,C
28373,477,11,6,11544,0.6983419959999999,A
28374,642,208,2,9060,0.889701987,A
28375,843,111,8,7480,1.077612299,A
28376,2668,197,3,5498,1.4660003640000001,A
28377,1633,136,12,10346,0.779047941,A
28378,1910,94,15,12571,0.641157426,A
28379,603,90,11,11385,0.707837505,C
28380,871,536,5,9153,0.880427182,C
28381,1081,314,5,8285,0.972649366,C
28382,664,346,7,14632,0.55072444,A
28383,2904,109,15,12480,0.645644231,A
28384,1635,181,9,11852,0.679829565,B
28385,951,61,4,7670,1.050461538,A
28386,3125,557,11,9684,0.8319909129999999,C
28387,2475,148,8,11261,0.715461327,C
28388,1217,8,7,7025,1.146760142,A
28389,2117,14,10,13286,0.6063435189999999,C
28390,1372,14,12,10922,0.737541659,A
28391,583,22,11,9979,0.8072381999999999,A
28392,643,251,3,10671,0.7548823920000001,A
28393,993,24,17,16786,0.47985583200000004,A
28394,2335,177,9,13611,0.5917801779999999,C
28395,569,98,5,7749,1.039359917,B
28396,1770,104,8,12674,0.63546552,B
28397,1694,69,10,13833,0.582173064,A
28398,994,111,10,9062,0.8886040609999999,C
28399,709,157,11,13421,0.599965725,B
28400,1003,160,13,19384,0.415399298,A
28401,2497,14,17,11399,0.706315466,A
28402,2551,80,10,15265,0.527420242,C
28403,2885,15,9,13364,0.602263544,A
28404,1481,379,7,10617,0.758081379,C
28405,1002,371,8,20787,0.3871434070000001,C
28406,583,184,8,9770,0.823692938,B
28407,2527,593,9,10087,0.7977941909999999,C
28408,994,214,8,10767,0.747299155,C
28409,441,136,10,6234,1.290577478,A
28410,1082,279,8,10180,0.790229862,A
28411,744,25,9,12558,0.640584488,A
28412,470,82,8,13052,0.616323169,C
28413,413,42,10,12076,0.666125373,A
28414,646,238,5,10584,0.760015117,B
28415,1427,257,12,13219,0.608499887,C
28416,2668,314,7,12622,0.6372167639999999,C
28417,463,164,4,11288,0.7125,A
28418,1133,263,11,11578,0.6946536529999999,A
28419,834,119,15,13675,0.588130165,C
28420,1088,75,6,11917,0.674875388,A
28421,2230,203,3,12659,0.635317166,A
28422,1093,75,8,10541,0.762883028,C
28423,767,286,4,6665,1.206507127,A
28424,827,89,8,10481,0.767228318,A
28425,912,108,9,9776,0.822543985,C
28426,723,98,5,5982,1.3442276830000002,C
28427,588,179,11,12941,0.621296654,A
28428,692,101,10,12777,0.629223605,A
28429,664,84,10,16666,0.482374895,A
28430,2374,34,8,12214,0.658198788,A
28431,415,133,12,9797,0.8205767070000001,A
28432,943,8,8,9438,0.8517758,A
28433,1554,10,14,9794,0.820732081,A
28434,2185,181,6,11485,0.699881585,A
28435,1787,81,5,12764,0.629743811,A
28436,2314,1,5,5848,1.374490424,A
28437,692,17,11,10096,0.7960816159999999,B
28438,1164,88,7,10964,0.7330280920000001,B
28439,1012,285,4,11469,0.7007454879999999,A
28440,549,48,11,12239,0.656638614,A
28441,425,99,16,10474,0.767212144,A
28442,2464,67,7,13501,0.595198133,A
28443,3059,27,13,9744,0.824620279,A
28444,1419,4,12,16417,0.48943107799999996,A
28445,1112,206,4,10572,0.76,A
28446,2174,101,8,10973,0.7322190829999999,A
28447,1537,62,6,9847,0.815932771,A
28448,937,14,4,7186,1.1180754240000002,A
28449,2485,139,8,13560,0.5925,B
28450,833,4,11,11510,0.6980260640000001,A
28451,504,206,9,12132,0.662222222,A
28452,415,46,5,10847,0.7406508709999999,A
28453,1712,15,11,13489,0.595507451,B
28454,719,14,6,11376,0.7060970459999999,C
28455,787,100,6,10754,0.7469202159999999,C
28456,747,15,17,13257,0.6058603,C
28457,1410,37,10,13327,0.602671269,B
28458,1204,303,8,10464,0.7675,C
28459,1859,62,11,10292,0.7803118929999999,C
28460,1550,178,14,14253,0.563452606,C
28461,823,238,9,8734,0.9194870620000001,C
28462,1357,200,6,9987,0.80408431,C
28463,2568,58,6,13042,0.615713848,A
28464,2413,138,14,10105,0.794666007,A
28465,448,32,15,9565,0.839501307,A
28466,1099,445,9,13545,0.592816537,C
28467,2664,149,8,8814,0.911014295,A
28468,855,71,9,12703,0.632096355,A
28469,1928,154,9,10654,0.753656843,C
28470,1246,189,8,10740,0.747595903,A
28471,566,28,7,10792,0.743978873,A
28472,1919,122,6,9260,0.867033477,C
28473,1390,147,7,10524,0.76281642,B
28474,670,5,5,8168,0.98252571,C
28475,522,1,9,9419,0.852027816,A
28476,403,194,11,10148,0.7907449740000001,A
28477,1005,117,4,5432,1.477201767,A
28478,2342,505,6,10933,0.7338790820000001,C
28479,785,170,19,11622,0.6903708479999999,A
28480,2671,213,13,15380,0.521644993,C
28481,3087,199,8,8994,0.8919913279999999,C
28482,1385,153,7,9742,0.8234766990000001,A
28483,615,511,7,8197,0.978571429,C
28484,2395,281,9,15397,0.520952134,C
